step,train_loss,val_loss,lr,tokens_per_sec
50,2.755229,2.399500,0.00005934,4945.3
100,2.693974,2.123938,0.00005176,5786.1
150,1.029903,2.028308,0.00003800,6082.1
200,2.709897,1.989243,0.00002260,6256.6
250,1.664746,1.975088,0.00001062,6370.2
300,2.803643,1.967574,0.00000600,6494.5
