step,train_loss,val_loss,lr,tokens_per_sec
1000,5.078604,5.735017,0.00099981,84855.7
2000,4.769542,5.372658,0.00099832,85410.1
3000,5.001128,5.208710,0.00099534,85696.5
4000,4.733794,5.068347,0.00099088,85872.3
5000,4.689715,4.893477,0.00098495,85905.1
6000,4.489631,4.927498,0.00097758,85987.4
7000,4.419956,4.878953,0.00096879,86033.5
8000,4.282348,4.745967,0.00095861,85938.9
9000,4.310320,4.841357,0.00094707,85924.0
10000,4.283521,4.854303,0.00093421,85965.2
