step,train_loss,val_loss,lr,tokens_per_sec
50,2.384684,2.132278,0.00008000,3607.9
100,2.395831,2.049316,0.00007860,3930.6
150,0.791332,1.995328,0.00007440,4129.2
200,2.103282,1.991858,0.00006773,4203.4
250,1.552298,1.987080,0.00005914,4285.4
300,1.010339,1.989459,0.00004933,4354.9
350,1.272324,1.991879,0.00003908,4422.7
