step,train_loss,val_loss,lr,tokens_per_sec
50,1.755596,1.638765,0.00010000,3454.8
100,0.740183,1.451139,0.00009906,3743.4
150,2.165484,1.366129,0.00009619,3865.2
200,0.639639,1.352840,0.00009152,3954.7
250,2.227554,1.340543,0.00008525,4006.8
300,1.570878,1.361061,0.00007766,4051.3
350,1.140347,1.355467,0.00006908,4065.7
400,1.699422,1.354370,0.00005989,4067.2
