step,train_loss,val_loss,lr,tokens_per_sec
50,1.950529,1.575978,0.00010000,3154.3
100,0.927822,1.318347,0.00009906,3272.2
150,1.788727,1.206742,0.00009619,3453.6
200,0.832568,1.195759,0.00009152,3519.7
250,1.298454,1.175259,0.00008525,3586.5
300,0.077965,1.190764,0.00007766,3565.4
350,1.102283,1.205539,0.00006908,3547.0
400,1.930931,1.198422,0.00005989,3604.5
