step,train_loss,val_loss,lr,tokens_per_sec
50,1.664425,2.033682,0.00008000,3804.7
100,1.824305,1.969773,0.00007860,4207.4
150,3.490851,1.953079,0.00007440,4303.4
200,3.373889,1.932935,0.00006773,4455.2
250,2.193253,1.927298,0.00005914,4489.9
300,3.098701,1.921333,0.00004933,4557.1
350,2.046645,1.920244,0.00003908,4569.4
400,2.593388,1.921905,0.00002923,4600.4
450,2.143151,1.917635,0.00002058,4632.8
500,2.180471,1.917911,0.00001383,4643.1
550,1.949910,1.917955,0.00000952,4669.4
